mkt_unique_carrier,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,year,month,day_of_month,day_of_week,dep_hour_of_day,arr_hour_of_day,origin_state,destination_state,arr_delay_mean_by_mkt_unique_carrier,arr_delay_mean_by_op_unique_carrier,arr_delay_encoded,origin_dest_pair,quarter_Q1,quarter_Q2,quarter_Q3,quarter_Q4,dep_time_of_day_afternoon,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_night,arr_time_of_day_afternoon,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_night
3,3,517,7,3783,517,11995,GSO,10397,ATL,-22.0,81,63.0,48.0,1,306,2018,5,11,4,16,18,NC,GA,2.1440377343780463,-0.3018240950226244,0,GSO-ATL,0,1,0,0,1,0,0,0,0,1,0,0
0,0,2224,18,2479,2224,11298,DFW,14696,SBN,-21.0,150,131.0,105.0,1,846,2019,5,25,5,18,22,TX,IN,5.328595793064243,7.3318759936407,0,DFW-SBN,0,1,0,0,0,1,0,0,0,1,0,0
3,3,1138,7,2719,1138,11292,DEN,10397,ATL,-16.0,170,163.0,141.0,1,1199,2018,9,18,1,6,10,CO,GA,2.1440377343780463,-0.3018240950226244,0,DEN-ATL,0,0,1,0,0,0,1,0,0,0,1,0
10,10,1461,23,785,1461,12889,LAS,13871,OMA,-15.0,160,140.0,126.0,1,1099,2018,4,4,2,14,18,NV,NE,2.438349885408711,2.438349885408711,0,LAS-OMA,0,1,0,0,1,0,0,0,0,1,0,0
8,8,2372,25,2415,2372,11278,DCA,13930,ORD,-16.0,145,131.0,93.0,1,612,2018,7,6,4,14,16,DC,IL,10.231880437950128,2.0115089514066495,0,DCA-ORD,0,0,1,0,1,0,0,0,1,0,0,0
8,8,1482,21,716,1482,11292,DEN,10849,BZN,-6.0,105,101.0,77.0,1,524,2019,10,12,5,19,20,CO,MT,10.231880437950128,5.682458929517753,0,DEN-BZN,0,0,0,1,0,1,0,0,0,1,0,0
7,7,532,16,1883,532,13204,MCO,10821,BWI,4.882352941176471,139,134.50487698354928,109.21307893970288,1,787,2019,5,5,6,18,21,FL,MD,7.195728291316527,7.195728291316527,1,MCO-BWI,0,1,0,0,0,1,0,0,0,1,0,0
3,3,3946,12,2086,3946,15016,STL,11433,DTW,14.0,103,83.0,64.0,1,440,2019,1,24,3,8,11,MO,MI,2.1440377343780463,13.775,1,STL-DTW,1,0,0,0,0,0,1,0,0,0,1,0
10,10,1379,23,2546,1379,11292,DEN,14683,SAT,44.0,120,166.0,100.0,1,794,2018,6,28,3,20,23,CO,TX,2.438349885408711,2.438349885408711,1,DEN-SAT,0,1,0,0,0,1,0,0,0,1,0,0
3,3,617,7,3930,617,12953,LGA,10721,BOS,-10.0,81,73.0,36.0,1,184,2019,1,31,3,13,15,NY,MA,2.1440377343780463,-0.3018240950226244,0,LGA-BOS,1,0,0,0,1,0,0,0,1,0,0,0
0,0,3843,6,531,3843,14831,SJC,12892,LAX,-9.0,95,93.0,48.0,1,308,2018,11,4,6,7,8,CA,CA,5.328595793064243,17.384558823529414,0,SJC-LAX,0,0,0,1,0,0,1,0,0,0,1,0
8,8,1554,21,1129,1554,12889,LAS,13930,ORD,-14.0,215,211.0,185.0,1,1514,2019,11,24,6,9,14,NV,IL,10.231880437950128,5.682458929517753,0,LAS-ORD,0,0,0,1,0,0,1,0,1,0,0,0
4,4,842,10,454,842,11193,CVG,12889,LAS,-11.0,263,257.0,238.0,1,1678,2018,3,22,3,15,17,OH,NV,5.444444444444445,5.444444444444445,0,CVG-LAS,1,0,0,0,1,0,0,0,0,1,0,0
8,8,3365,18,3439,3365,13891,ONT,14771,SFO,4.882352941176471,87,134.50487698354928,109.21307893970288,1,363,2018,8,14,1,11,13,CA,CA,10.231880437950128,7.3318759936407,1,ONT-SFO,0,0,1,0,0,0,1,0,1,0,0,0
8,8,3668,18,3320,3668,14893,SMF,14771,SFO,178.0,59,40.0,26.0,1,86,2019,12,11,2,20,21,CA,CA,10.231880437950128,7.3318759936407,1,SMF-SFO,0,0,0,1,0,1,0,0,0,1,0,0
8,8,1526,21,2672,1526,11292,DEN,13495,MSY,-24.0,156,139.0,121.0,1,1062,2018,3,22,3,12,16,CO,LA,10.231880437950128,5.682458929517753,0,DEN-MSY,1,0,0,0,1,0,0,0,1,0,0,0
3,3,2128,7,1068,2128,13487,MSP,11648,FCA,-8.0,168,168.0,143.0,1,1026,2018,8,13,0,11,13,MN,MT,2.1440377343780463,-0.3018240950226244,0,MSP-FCA,0,0,1,0,0,0,1,0,1,0,0,0
8,8,2562,26,1290,2562,10408,ATW,13930,ORD,34.0,72,60.0,38.0,1,161,2018,12,11,1,7,9,WI,IL,10.231880437950128,6.787037037037037,1,ATW-ORD,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2625,15,2766,2625,11057,CLT,14574,ROA,-5.0,68,68.0,37.0,1,155,2018,4,19,3,9,10,NC,VA,5.328595793064243,5.849722530521643,0,CLT-ROA,0,1,0,0,0,0,1,0,0,0,1,0
0,0,2708,15,650,2708,13422,MOB,11298,DFW,60.0,115,150.0,91.0,1,539,2019,12,18,2,6,7,AL,TX,5.328595793064243,5.849722530521643,1,MOB-DFW,0,0,0,1,0,0,1,0,0,0,1,0
3,3,681,7,3329,681,10397,ATL,14576,ROC,-3.0,125,113.0,95.0,1,749,2019,3,5,1,9,11,GA,NY,2.1440377343780463,-0.3018240950226244,0,ATL-ROC,1,0,0,0,0,0,1,0,0,0,1,0
10,10,877,23,2480,877,12892,LAX,14893,SMF,-11.0,80,75.0,60.0,1,373,2019,9,6,4,18,19,CA,CA,2.438349885408711,2.438349885408711,0,LAX-SMF,0,0,1,0,0,1,0,0,0,1,0,0
10,10,1155,23,484,1155,14831,SJC,10800,BUR,-10.0,60,54.0,46.0,1,296,2018,5,3,3,18,19,CA,CA,2.438349885408711,2.438349885408711,0,SJC-BUR,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1218,1,2879,1218,11057,CLT,12323,ILM,-19.0,60,49.0,33.0,1,185,2018,1,9,1,9,10,NC,NC,5.328595793064243,5.396409761887101,0,CLT-ILM,1,0,0,0,0,0,1,0,0,0,1,0
8,8,2619,26,1198,2619,12339,IND,13930,ORD,-6.0,70,64.0,40.0,1,177,2018,7,7,5,16,16,IN,IL,10.231880437950128,6.787037037037037,0,IND-ORD,0,0,1,0,1,0,0,0,1,0,0,0
3,3,1983,7,3303,1983,14771,SFO,10397,ATL,-3.0,277,278.0,258.0,1,2139,2018,12,28,4,7,15,CA,GA,2.1440377343780463,-0.3018240950226244,0,SFO-ATL,0,0,0,1,0,0,1,0,1,0,0,0
10,10,287,23,3633,287,15304,TPA,13495,MSY,-6.0,100,98.0,78.0,1,488,2019,12,5,3,10,10,FL,LA,2.438349885408711,2.438349885408711,0,TPA-MSY,0,0,0,1,0,0,1,0,0,0,1,0
0,0,3585,17,2289,3585,15249,TLH,11057,CLT,228.0,86,89.0,65.0,1,386,2018,11,26,0,5,6,FL,NC,5.328595793064243,6.229542483660131,1,TLH-CLT,0,0,0,1,0,0,0,1,0,0,1,0
3,3,1964,7,971,1964,13342,MKE,11433,DTW,-19.0,69,62.0,39.0,1,237,2019,3,31,6,6,8,WI,MI,2.1440377343780463,-0.3018240950226244,0,MKE-DTW,1,0,0,0,0,0,1,0,0,0,1,0
0,0,3824,6,488,3824,12892,LAX,14570,RNO,-15.0,84,73.0,59.0,1,391,2018,7,1,6,22,23,CA,NV,5.328595793064243,17.384558823529414,0,LAX-RNO,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1563,20,1186,1563,11470,EAT,14747,SEA,10.0,45,58.0,37.0,1,99,2019,3,29,4,19,20,WA,WA,1.3057672946929382,5.02479815455594,1,EAT-SEA,1,0,0,0,0,1,0,0,0,1,0,0
8,8,3325,18,2230,3325,14952,SPI,13930,ORD,-10.0,71,64.0,38.0,1,174,2018,11,2,4,5,6,IL,IL,10.231880437950128,7.3318759936407,0,SPI-ORD,0,0,0,1,0,0,0,1,0,0,1,0
8,8,2411,25,2430,2411,10693,BNA,11618,EWR,-24.0,137,118.0,101.0,1,748,2018,2,10,5,9,12,TN,NJ,10.231880437950128,2.0115089514066495,0,BNA-EWR,1,0,0,0,0,0,1,0,1,0,0,0
3,3,2013,7,3811,2013,11292,DEN,14869,SLC,-4.0,95,95.0,75.0,1,391,2018,11,2,4,12,14,CO,UT,2.1440377343780463,-0.3018240950226244,0,DEN-SLC,0,0,0,1,1,0,0,0,1,0,0,0
10,10,1318,23,770,1318,12892,LAX,14683,SAT,-19.0,170,156.0,141.0,1,1211,2019,10,22,1,17,22,CA,TX,2.438349885408711,2.438349885408711,0,LAX-SAT,0,0,0,1,0,1,0,0,0,1,0,0
3,3,2006,7,3531,2006,10397,ATL,10821,BWI,-22.0,108,92.0,71.0,1,577,2019,11,14,3,7,9,GA,MD,2.1440377343780463,-0.3018240950226244,0,ATL-BWI,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2185,18,2308,2185,10140,ABQ,14107,PHX,-5.0,85,85.0,58.0,1,328,2018,7,16,0,15,15,NM,AZ,5.328595793064243,7.3318759936407,0,ABQ-PHX,0,0,1,0,1,0,0,0,1,0,0,0
8,8,2968,12,270,2968,14321,PWM,13930,ORD,18.0,185,205.0,149.0,1,900,2019,2,6,2,7,9,ME,IL,10.231880437950128,13.775,1,PWM-ORD,1,0,0,0,0,0,1,0,0,0,1,0
10,10,1304,23,2584,1304,13342,MKE,12191,HOU,27.0,185,214.0,158.0,1,1004,2019,2,12,1,10,13,WI,TX,2.438349885408711,2.438349885408711,1,MKE-HOU,1,0,0,0,0,0,1,0,1,0,0,0
2,2,736,4,2812,736,12953,LGA,11697,FLL,-9.0,194,166.0,149.0,1,1076,2018,8,12,6,9,12,NY,FL,6.360829389226956,6.360829389226956,0,LGA-FLL,0,0,1,0,0,0,1,0,1,0,0,0
3,3,1193,7,2889,1193,10397,ATL,14122,PIT,-12.0,104,96.0,78.0,1,526,2019,11,24,6,10,12,GA,PA,2.1440377343780463,-0.3018240950226244,0,ATL-PIT,0,0,0,1,0,0,1,0,1,0,0,0
8,8,210,21,2734,210,12266,IAH,13495,MSY,-11.0,68,62.0,46.0,1,305,2018,10,8,0,18,19,TX,LA,10.231880437950128,5.682458929517753,0,IAH-MSY,0,0,0,1,0,1,0,0,0,1,0,0
0,0,2530,15,2160,2530,11298,DFW,12951,LFT,-13.0,86,78.0,53.0,1,351,2018,1,24,2,9,10,TX,LA,5.328595793064243,5.849722530521643,0,DFW-LFT,1,0,0,0,0,0,1,0,0,0,1,0
8,8,3781,18,472,3781,15041,SUN,14771,SFO,15.0,135,122.0,97.0,1,587,2018,7,30,0,8,9,ID,CA,10.231880437950128,7.3318759936407,1,SUN-SFO,0,0,1,0,0,0,1,0,0,0,1,0
10,10,3432,23,1459,3432,11292,DEN,12953,LGA,-5.0,225,217.0,199.0,1,1620,2018,9,16,6,10,16,CO,NY,2.438349885408711,2.438349885408711,0,DEN-LGA,0,0,1,0,0,0,1,0,1,0,0,0
10,10,3852,23,2977,3852,12892,LAX,10397,ATL,-22.0,250,229.0,215.0,1,1947,2018,1,4,3,11,18,CA,GA,2.438349885408711,2.438349885408711,0,LAX-ATL,1,0,0,0,0,0,1,0,0,1,0,0
8,8,1285,21,1506,1285,14771,SFO,14057,PDX,77.0,119,133.0,77.0,1,550,2018,12,4,1,11,13,CA,OR,10.231880437950128,5.682458929517753,1,SFO-PDX,0,0,0,1,0,0,1,0,1,0,0,0
0,0,2063,1,433,2063,12889,LAS,13303,MIA,-23.0,277,258.0,232.0,1,2174,2018,11,11,6,9,16,NV,FL,5.328595793064243,5.396409761887101,0,LAS-MIA,0,0,0,1,0,0,1,0,1,0,0,0
3,3,2608,18,1229,2608,14869,SLC,14457,RAP,-26.0,116,93.0,73.0,1,508,2019,12,16,0,9,11,UT,SD,2.1440377343780463,7.3318759936407,0,SLC-RAP,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2900,25,1310,2900,13303,MIA,13198,MCI,14.0,202,218.0,191.0,1,1251,2019,12,1,6,21,23,FL,MO,5.328595793064243,2.0115089514066495,1,MIA-MCI,0,0,0,1,0,1,0,0,0,1,0,0
0,0,984,1,3467,984,10423,AUS,13930,ORD,170.0,169,132.0,113.0,1,977,2019,5,18,5,18,21,TX,IL,5.328595793064243,5.396409761887101,1,AUS-ORD,0,1,0,0,0,1,0,0,0,1,0,0
3,3,2130,7,3278,2130,10397,ATL,13577,MYR,-10.0,72,69.0,47.0,1,317,2018,5,5,5,9,10,GA,SC,2.1440377343780463,-0.3018240950226244,0,ATL-MYR,0,1,0,0,0,0,1,0,0,0,1,0
2,2,755,4,3726,755,11292,DEN,10721,BOS,-7.0,230,235.0,214.0,1,1754,2019,7,3,2,22,4,CO,MA,6.360829389226956,6.360829389226956,0,DEN-BOS,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1332,1,1609,1332,11298,DFW,12889,LAS,-16.0,172,161.0,137.0,1,1055,2018,7,3,1,18,19,TX,NV,5.328595793064243,5.396409761887101,0,DFW-LAS,0,0,1,0,0,1,0,0,0,1,0,0
3,3,994,7,873,994,10721,BOS,13204,MCO,-9.0,193,187.0,143.0,1,1121,2018,6,26,1,7,10,MA,FL,2.1440377343780463,-0.3018240950226244,0,BOS-MCO,0,1,0,0,0,0,1,0,0,0,1,0
3,3,3944,12,2146,3944,14492,RDU,11278,DCA,-20.0,73,58.0,39.0,1,227,2018,9,14,4,10,11,NC,DC,2.1440377343780463,13.775,0,RDU-DCA,0,0,1,0,0,0,1,0,0,0,1,0
3,3,2928,18,2572,2928,14696,SBN,11433,DTW,-6.0,72,68.0,30.0,1,157,2019,11,29,4,6,7,IN,MI,2.1440377343780463,7.3318759936407,0,SBN-DTW,0,0,0,1,0,0,1,0,0,0,1,0
0,0,3056,25,145,3056,14100,PHL,10529,BDL,1.0,92,77.0,38.0,1,196,2018,8,19,6,18,20,PA,CT,5.328595793064243,2.0115089514066495,1,PHL-BDL,0,0,1,0,0,1,0,0,0,1,0,0
3,3,2352,0,1866,2352,11433,DTW,12945,LEX,-13.0,80,72.0,47.0,1,296,2019,10,14,0,17,19,MI,KY,2.1440377343780463,-0.47032206547777505,0,DTW-LEX,0,0,0,1,0,1,0,0,0,1,0,0
8,8,2674,26,1341,2674,12323,ILM,12264,IAD,-10.0,77,73.0,53.0,1,323,2018,12,21,4,19,21,NC,DC,10.231880437950128,6.787037037037037,0,ILM-IAD,0,0,0,1,0,1,0,0,0,1,0,0
3,3,3076,18,3545,3076,11146,CRW,10397,ATL,-22.0,90,78.0,58.0,1,363,2018,3,18,6,14,15,WV,GA,2.1440377343780463,7.3318759936407,0,CRW-ATL,1,0,0,0,1,0,0,0,1,0,0,0
6,6,73,13,1476,73,12173,HNL,12758,KOA,-2.0,45,48.0,28.0,1,163,2018,2,21,2,5,5,HI,HI,0.8470588235294118,0.7215189873417721,0,HNL-KOA,1,0,0,0,0,0,0,1,0,0,0,1
10,10,195,23,3633,195,15016,STL,13232,MDW,-12.0,65,58.0,45.0,1,251,2018,10,23,1,7,8,MO,IL,2.438349885408711,2.438349885408711,0,STL-MDW,0,0,0,1,0,0,1,0,0,0,1,0
0,0,3507,17,530,3507,11057,CLT,13931,ORF,114.0,71,95.0,50.0,1,290,2019,5,9,3,15,16,NC,VA,5.328595793064243,6.229542483660131,1,CLT-ORF,0,1,0,0,1,0,0,0,1,0,0,0
0,0,951,1,3874,951,11298,DFW,11066,CMH,-13.0,143,134.0,118.0,1,926,2018,11,16,4,7,10,TX,OH,5.328595793064243,5.396409761887101,0,DFW-CMH,0,0,0,1,0,0,1,0,0,0,1,0
0,0,2949,25,210,2949,14100,PHL,14321,PWM,4.882352941176471,105,134.50487698354928,109.21307893970288,1,364,2018,7,5,3,19,20,PA,ME,5.328595793064243,2.0115089514066495,1,PHL-PWM,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2413,15,2045,2413,14588,ROW,11298,DFW,0.0,94,94.0,71.0,1,435,2018,9,2,6,17,19,NM,TX,5.328595793064243,5.849722530521643,0,ROW-DFW,0,0,1,0,0,1,0,0,0,1,0,0
0,0,3025,25,203,3025,14492,RDU,11278,DCA,43.0,73,74.0,42.0,1,227,2018,4,16,0,10,11,NC,DC,5.328595793064243,2.0115089514066495,1,RDU-DCA,0,1,0,0,0,0,1,0,0,0,1,0
7,7,229,16,2039,229,14635,RSW,13487,MSP,13.0,218,213.0,199.0,1,1416,2019,11,27,2,13,15,FL,MN,7.195728291316527,7.195728291316527,1,RSW-MSP,0,0,0,1,1,0,0,0,1,0,0,0
0,0,2253,18,2394,2253,14696,SBN,11057,CLT,-38.0,131,103.0,76.0,1,534,2019,3,26,1,9,11,IN,NC,5.328595793064243,7.3318759936407,0,SBN-CLT,1,0,0,0,0,0,1,0,0,0,1,0
0,0,332,1,2119,332,12892,LAX,14107,PHX,-6.0,91,82.0,60.0,1,370,2019,4,16,1,10,11,CA,AZ,5.328595793064243,5.396409761887101,0,LAX-PHX,0,1,0,0,0,0,1,0,0,0,1,0
3,3,3652,6,2033,3652,12892,LAX,14107,PHX,-10.0,89,96.0,58.0,1,370,2019,11,19,1,8,10,CA,AZ,2.1440377343780463,17.384558823529414,0,LAX-PHX,0,0,0,1,0,0,1,0,0,0,1,0
3,3,2067,7,3451,2067,10397,ATL,10693,BNA,-29.0,69,55.0,38.0,1,214,2018,12,24,0,22,22,GA,TN,2.1440377343780463,-0.3018240950226244,0,ATL-BNA,0,0,0,1,0,1,0,0,0,1,0,0
5,5,436,11,20,436,11898,GFK,10466,AZA,-2.0,197,187.0,171.0,1,1260,2018,11,17,5,11,14,ND,AZ,1.5098039215686274,1.5098039215686274,0,GFK-AZA,0,0,0,1,0,0,1,0,1,0,0,0
2,2,1041,4,931,1041,14492,RDU,10721,BOS,-5.0,119,99.0,80.0,1,612,2019,10,25,4,14,16,NC,MA,6.360829389226956,6.360829389226956,0,RDU-BOS,0,0,0,1,1,0,0,0,1,0,0,0
8,8,2818,9,798,2818,12266,IAH,12992,LIT,131.0,85,121.0,55.0,1,374,2018,2,21,2,20,21,TX,AR,10.231880437950128,14.747020376778167,1,IAH-LIT,1,0,0,0,0,1,0,0,0,1,0,0
2,2,190,4,3770,190,12478,JFK,14747,SEA,-4.0,406,407.0,346.0,1,2422,2019,7,7,6,17,21,NY,WA,6.360829389226956,6.360829389226956,0,JFK-SEA,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2656,15,2967,2656,11641,FAY,11057,CLT,16.0,80,63.0,45.0,1,118,2018,4,6,4,9,10,NC,NC,5.328595793064243,5.849722530521643,1,FAY-CLT,0,1,0,0,0,0,1,0,0,0,1,0
10,10,2328,23,2551,2328,13204,MCO,12191,HOU,-10.0,145,131.0,114.0,1,849,2019,10,5,5,20,22,FL,TX,2.438349885408711,2.438349885408711,0,MCO-HOU,0,0,0,1,0,1,0,0,0,1,0,0
0,0,814,1,3193,814,14057,PDX,14107,PHX,-14.0,154,142.0,121.0,1,1009,2019,4,12,4,15,18,OR,AZ,5.328595793064243,5.396409761887101,0,PDX-PHX,0,1,0,0,1,0,0,0,0,1,0,0
7,7,114,16,2087,114,14492,RDU,10821,BWI,32.0,65,68.0,42.0,1,255,2019,7,8,0,22,23,NC,MD,7.195728291316527,7.195728291316527,1,RDU-BWI,0,0,1,0,0,1,0,0,0,1,0,0
3,3,2796,18,595,2796,12892,LAX,14893,SMF,2.0,91,87.0,63.0,1,373,2018,4,3,1,15,16,CA,CA,2.1440377343780463,7.3318759936407,1,LAX-SMF,0,1,0,0,1,0,0,0,1,0,0,0
0,0,2506,15,2915,2506,12478,JFK,11042,CLE,-6.0,122,117.0,78.0,1,425,2019,3,18,0,15,17,NY,OH,5.328595793064243,5.849722530521643,0,JFK-CLE,1,0,0,0,1,0,0,0,0,1,0,0
3,3,916,7,1808,916,12173,HNL,12892,LAX,-15.0,313,304.0,275.0,1,2556,2018,4,7,5,21,5,HI,CA,2.1440377343780463,-0.3018240950226244,0,HNL-LAX,0,1,0,0,0,1,0,0,0,0,0,1
10,10,3916,23,2354,3916,13232,MDW,14492,RDU,-12.0,105,100.0,81.0,1,632,2018,3,31,5,21,0,IL,NC,2.438349885408711,2.438349885408711,0,MDW-RDU,1,0,0,0,0,1,0,0,0,0,0,1
8,8,3969,24,3219,3969,12266,IAH,12217,HSV,4.0,103,111.0,89.0,1,595,2019,8,2,4,20,21,TX,AL,10.231880437950128,11.298761609907121,1,IAH-HSV,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1452,2,2023,1452,14771,SFO,12889,LAS,-18.0,94,90.0,69.0,1,414,2019,11,9,5,16,18,CA,NV,1.3057672946929382,1.3225882352941176,0,SFO-LAS,0,0,0,1,1,0,0,0,0,1,0,0
10,10,1871,23,587,1871,11292,DEN,14107,PHX,-9.0,115,105.0,91.0,1,602,2019,4,14,6,9,10,CO,AZ,2.438349885408711,2.438349885408711,0,DEN-PHX,0,1,0,0,0,0,1,0,0,0,1,0
10,10,2473,23,3112,2473,14107,PHX,14747,SEA,-14.0,190,169.0,149.0,1,1107,2018,4,15,6,9,12,AZ,WA,2.438349885408711,2.438349885408711,0,PHX-SEA,0,1,0,0,0,0,1,0,1,0,0,0
3,3,3491,9,2348,3491,15016,STL,11433,DTW,-18.0,90,82.0,57.0,1,440,2018,2,10,5,11,14,MO,MI,2.1440377343780463,14.747020376778167,0,STL-DTW,1,0,0,0,0,0,1,0,1,0,0,0
8,8,3171,26,1385,3171,13930,ORD,14524,RIC,-14.0,125,113.0,92.0,1,642,2018,7,31,1,7,10,IL,VA,10.231880437950128,6.787037037037037,0,ORD-RIC,0,0,1,0,0,0,1,0,0,0,1,0
8,8,3713,18,277,3713,10849,BZN,12892,LAX,15.0,163,184.0,142.0,1,902,2018,6,25,0,16,18,MT,CA,10.231880437950128,7.3318759936407,1,BZN-LAX,0,1,0,0,1,0,0,0,0,1,0,0
0,0,2513,15,2794,2513,10693,BNA,12953,LGA,-12.0,138,132.0,110.0,1,764,2018,11,30,4,7,10,TN,NY,5.328595793064243,5.849722530521643,0,BNA-LGA,0,0,0,1,0,0,1,0,0,0,1,0
1,1,78,2,637,78,10299,ANC,14747,SEA,-4.0,210,207.0,185.0,1,1448,2019,6,6,3,2,7,AK,WA,1.3057672946929382,1.3225882352941176,0,ANC-SEA,0,1,0,0,0,0,0,1,0,0,1,0
8,8,3352,18,273,3352,11298,DFW,12892,LAX,-8.0,225,223.0,188.0,1,1235,2019,3,5,1,17,19,TX,CA,10.231880437950128,7.3318759936407,0,DFW-LAX,1,0,0,0,0,1,0,0,0,1,0,0
10,10,1675,23,2831,1675,14107,PHX,12339,IND,-30.0,200,174.0,161.0,1,1488,2019,10,15,1,10,17,AZ,IN,2.438349885408711,2.438349885408711,0,PHX-IND,0,0,0,1,0,0,1,0,0,1,0,0
0,0,1238,1,3468,1238,11057,CLT,14107,PHX,17.0,278,288.0,252.0,1,1773,2018,5,30,2,16,18,NC,AZ,5.328595793064243,5.396409761887101,1,CLT-PHX,0,1,0,0,1,0,0,0,0,1,0,0
8,8,357,21,1432,357,11618,EWR,10397,ATL,-25.0,146,129.0,110.0,1,746,2019,12,5,3,6,9,NJ,GA,10.231880437950128,5.682458929517753,0,EWR-ATL,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1875,1,3419,1875,10721,BOS,11057,CLT,-23.0,154,139.0,115.0,1,728,2018,2,24,5,18,21,MA,NC,5.328595793064243,5.396409761887101,0,BOS-CLT,1,0,0,0,0,1,0,0,0,1,0,0
8,8,2913,9,3132,2913,11042,CLE,12264,IAD,-15.0,82,73.0,52.0,1,288,2019,2,22,4,6,7,OH,DC,10.231880437950128,14.747020376778167,0,CLE-IAD,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1913,1,3582,1913,11298,DFW,14122,PIT,-25.0,160,141.0,128.0,1,1067,2018,9,11,1,7,10,TX,PA,5.328595793064243,5.396409761887101,0,DFW-PIT,0,0,1,0,0,0,1,0,0,0,1,0
8,8,2868,9,3353,2868,13930,ORD,10257,ALB,4.882352941176471,124,134.50487698354928,109.21307893970288,1,723,2018,11,26,0,21,0,IL,NY,10.231880437950128,14.747020376778167,1,ORD-ALB,0,0,0,1,0,1,0,0,0,0,0,1
0,0,3597,17,607,3597,11278,DCA,10599,BHM,75.0,124,128.0,101.0,1,653,2019,3,23,5,11,12,DC,AL,5.328595793064243,6.229542483660131,1,DCA-BHM,1,0,0,0,0,0,1,0,1,0,0,0
0,0,2160,18,2431,2160,11823,FWA,11057,CLT,-21.0,115,101.0,71.0,1,460,2018,11,4,6,6,8,IN,NC,5.328595793064243,7.3318759936407,0,FWA-CLT,0,0,0,1,0,0,1,0,0,0,1,0
4,4,89,10,810,89,11292,DEN,10257,ALB,6.0,218,226.0,194.0,1,1610,2019,8,20,1,6,11,CO,NY,5.444444444444445,5.444444444444445,1,DEN-ALB,0,0,1,0,0,0,1,0,0,0,1,0
1,1,2048,20,1209,2048,14747,SEA,11884,GEG,11.0,60,64.0,41.0,1,224,2019,1,16,2,7,8,WA,WA,1.3057672946929382,5.02479815455594,1,SEA-GEG,1,0,0,0,0,0,1,0,0,0,1,0
7,7,632,16,2075,632,10821,BWI,13930,ORD,-2.0,130,122.0,90.0,1,622,2018,5,27,6,7,8,MD,IL,7.195728291316527,7.195728291316527,0,BWI-ORD,0,1,0,0,0,0,1,0,0,0,1,0
2,2,1502,4,904,1502,10792,BUF,12478,JFK,-3.0,84,80.0,55.0,1,301,2018,11,25,6,5,6,NY,NY,6.360829389226956,6.360829389226956,0,BUF-JFK,0,0,0,1,0,0,0,1,0,0,1,0
0,0,3287,17,1671,3287,10693,BNA,11278,DCA,-9.0,107,93.0,75.0,1,562,2019,5,29,2,18,21,TN,DC,5.328595793064243,6.229542483660131,0,BNA-DCA,0,1,0,0,0,1,0,0,0,1,0,0
0,0,329,1,414,329,14100,PHL,14107,PHX,-11.0,317,301.0,275.0,1,2075,2019,10,16,2,20,23,PA,AZ,5.328595793064243,5.396409761887101,0,PHL-PHX,0,0,0,1,0,1,0,0,0,1,0,0
0,0,808,1,3750,808,12278,ICT,11298,DFW,-26.0,83,72.0,54.0,1,328,2019,8,15,3,10,12,KS,TX,5.328595793064243,5.396409761887101,0,ICT-DFW,0,0,1,0,0,0,1,0,1,0,0,0
8,8,487,21,1034,487,12889,LAS,12266,IAH,-8.0,171,167.0,150.0,1,1222,2019,8,7,2,1,5,NV,TX,10.231880437950128,5.682458929517753,0,LAS-IAH,0,0,1,0,0,0,0,1,0,0,0,1
10,10,138,23,3026,138,11066,CMH,13232,MDW,1.0,75,88.0,47.0,1,283,2019,6,11,1,22,22,OH,IL,2.438349885408711,2.438349885408711,1,CMH-MDW,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1606,1,3699,1606,12953,LGA,10721,BOS,-5.0,76,74.0,36.0,1,184,2018,1,15,0,15,16,NY,MA,5.328595793064243,5.396409761887101,0,LGA-BOS,1,0,0,0,1,0,0,0,1,0,0,0
0,0,3246,17,1542,3246,11267,DAY,14100,PHL,2.0,95,106.0,70.0,1,477,2019,2,22,4,5,7,OH,PA,5.328595793064243,6.229542483660131,1,DAY-PHL,1,0,0,0,0,0,0,1,0,0,1,0
6,6,18,13,527,18,12173,HNL,14057,PDX,47.0,335,344.0,320.0,1,2603,2019,10,31,3,13,21,HI,OR,0.8470588235294118,0.7215189873417721,1,HNL-PDX,0,0,0,1,1,0,0,0,0,1,0,0
