mkt_unique_carrier,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,arr_delay,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,year,month,day_of_month,day_of_week,dep_hour_of_day,arr_hour_of_day,origin_state,destination_state,arr_delay_mean_by_mkt_unique_carrier,arr_delay_mean_by_op_unique_carrier,arr_delay_encoded,origin_dest_pair,quarter_Q1,quarter_Q2,quarter_Q3,quarter_Q4,dep_time_of_day_afternoon,dep_time_of_day_evening,dep_time_of_day_morning,dep_time_of_day_night,arr_time_of_day_afternoon,arr_time_of_day_evening,arr_time_of_day_morning,arr_time_of_day_night
8,8,3802,18,3171,3802,14698,SBP,14771,SFO,54.0,73,82.0,38.0,1,190,2019,5,31,4,8,9,CA,CA,10.231880437950128,7.3318759936407,1,SBP-SFO,0,1,0,0,0,0,1,0,0,0,1,0
0,0,136,1,254,136,13303,MIA,13204,MCO,24.0,65,68.0,40.0,1,192,2018,5,23,2,9,10,FL,FL,5.328595793064243,5.396409761887101,1,MIA-MCO,0,1,0,0,0,0,1,0,0,0,1,0
3,3,3307,0,872,3307,12478,JFK,14321,PWM,-20.0,84,73.0,52.0,1,273,2018,7,19,3,9,11,NY,ME,2.1440377343780463,-0.47032206547777505,0,JFK-PWM,0,0,1,0,0,0,1,0,0,0,1,0
0,0,836,1,429,836,14100,PHL,13303,MIA,111.0,179,192.0,136.0,1,1013,2018,8,7,1,14,17,PA,FL,5.328595793064243,5.396409761887101,1,PHL-MIA,0,0,1,0,1,0,0,0,0,1,0,0
10,10,1445,23,3015,1445,12889,LAS,11292,DEN,18.0,115,93.0,73.0,1,628,2019,2,14,3,13,15,NV,CO,2.438349885408711,2.438349885408711,1,LAS-DEN,1,0,0,0,1,0,0,0,1,0,0,0
0,0,2240,18,2385,2240,12339,IND,13930,ORD,0.0,73,76.0,42.0,1,177,2018,12,26,2,15,16,IN,IL,5.328595793064243,7.3318759936407,0,IND-ORD,0,0,0,1,1,0,0,0,1,0,0,0
4,4,914,10,2263,914,15016,STL,13204,MCO,3.0,143,138.0,115.0,1,882,2019,5,22,2,7,10,MO,FL,5.444444444444445,5.444444444444445,1,STL-MCO,0,1,0,0,0,0,1,0,0,0,1,0
0,0,608,1,3832,608,14771,SFO,11057,CLT,30.0,321,359.0,285.0,1,2296,2019,8,17,5,10,19,CA,NC,5.328595793064243,5.396409761887101,1,SFO-CLT,0,0,1,0,0,0,1,0,0,1,0,0
10,10,2887,23,3037,2887,14771,SFO,13232,MDW,17.0,255,223.0,208.0,1,1855,2018,10,13,5,13,19,CA,IL,2.438349885408711,2.438349885408711,1,SFO-MDW,0,0,0,1,1,0,0,0,0,1,0,0
0,0,748,1,2906,748,13930,ORD,11278,DCA,39.0,108,154.0,126.0,1,612,2018,9,21,4,8,11,IL,DC,5.328595793064243,5.396409761887101,1,ORD-DCA,0,0,1,0,0,0,1,0,0,0,1,0
1,1,104,2,1905,104,10299,ANC,13970,OTZ,14.0,90,87.0,73.0,1,548,2019,5,24,4,16,18,AK,AK,1.3057672946929382,1.3225882352941176,1,ANC-OTZ,0,1,0,0,1,0,0,0,0,1,0,0
10,10,1062,23,1705,1062,12889,LAS,12892,LAX,-14.0,75,62.0,42.0,1,236,2018,1,3,2,17,18,NV,CA,2.438349885408711,2.438349885408711,0,LAS-LAX,1,0,0,0,0,1,0,0,0,1,0,0
10,10,506,23,2615,506,12889,LAS,13495,MSY,-10.0,210,203.0,183.0,1,1500,2019,6,28,4,7,12,NV,LA,2.438349885408711,2.438349885408711,0,LAS-MSY,0,1,0,0,0,0,1,0,1,0,0,0
6,6,487,8,2707,487,12173,HNL,13034,LNY,-9.0,33,35.0,109.21307893970288,1,72,2018,5,13,6,10,10,HI,HI,0.8470588235294118,2.5,0,HNL-LNY,0,1,0,0,0,0,1,0,0,0,1,0
8,8,3060,3,227,3060,13930,ORD,13342,MKE,-4.0,55,57.0,15.0,1,67,2019,9,29,6,7,8,IL,WI,10.231880437950128,18.070422535211268,0,ORD-MKE,0,0,1,0,0,0,1,0,0,0,1,0
1,1,2294,18,434,2294,14057,PDX,10713,BOI,-9.0,70,65.0,48.0,1,344,2019,10,15,1,19,21,OR,ID,1.3057672946929382,7.3318759936407,0,PDX-BOI,0,0,0,1,0,1,0,0,0,1,0,0
10,10,1137,23,2504,1137,13232,MDW,13198,MCI,-6.0,85,80.0,63.0,1,405,2019,8,21,2,16,18,IL,MO,2.438349885408711,2.438349885408711,0,MDW-MCI,0,0,1,0,1,0,0,0,0,1,0,0
8,8,245,21,2487,245,14679,SAN,14771,SFO,24.0,102,90.0,63.0,1,447,2018,9,26,2,9,11,CA,CA,10.231880437950128,5.682458929517753,1,SAN-SFO,0,0,1,0,0,0,1,0,0,0,1,0
2,2,1519,4,795,1519,13933,ORH,11697,FLL,6.0,204,189.0,171.0,1,1211,2019,2,9,5,17,21,MA,FL,6.360829389226956,6.360829389226956,1,ORH-FLL,1,0,0,0,0,1,0,0,0,1,0,0
0,0,2797,15,3266,2797,13485,MSN,13930,ORD,-21.0,60,47.0,27.0,1,108,2018,9,4,1,20,21,WI,IL,5.328595793064243,5.849722530521643,0,MSN-ORD,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2608,15,1890,2608,11298,DFW,14783,SGF,-4.0,80,81.0,54.0,1,364,2019,4,22,0,16,17,TX,MO,5.328595793064243,5.849722530521643,0,DFW-SGF,0,1,0,0,1,0,0,0,0,1,0,0
8,8,157,21,2877,157,14122,PIT,13930,ORD,5.0,107,115.0,67.0,1,413,2019,6,28,4,17,18,PA,IL,10.231880437950128,5.682458929517753,1,PIT-ORD,0,1,0,0,0,1,0,0,0,1,0,0
8,8,1486,21,1960,1486,13204,MCO,11618,EWR,7.0,163,170.0,139.0,1,937,2018,5,24,3,17,20,FL,NJ,10.231880437950128,5.682458929517753,1,MCO-EWR,0,1,0,0,0,1,0,0,0,1,0,0
0,0,2016,1,1014,2016,11298,DFW,14908,SNA,9.0,187,186.0,155.0,1,1205,2018,8,8,2,18,19,TX,CA,5.328595793064243,5.396409761887101,1,DFW-SNA,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2861,3,2866,2861,10529,BDL,11278,DCA,-32.0,92,68.0,56.0,1,313,2018,3,25,6,9,10,CT,DC,5.328595793064243,18.070422535211268,0,BDL-DCA,1,0,0,0,0,0,1,0,0,0,1,0
8,8,3620,18,3809,3620,14698,SBP,12892,LAX,-1.0,76,84.0,38.0,1,156,2019,7,19,4,7,8,CA,CA,10.231880437950128,7.3318759936407,0,SBP-LAX,0,0,1,0,0,0,1,0,0,0,1,0
3,3,2743,0,2682,2743,10990,CHO,12953,LGA,6.0,82,77.0,58.0,1,305,2018,4,30,0,6,7,VA,NY,2.1440377343780463,-0.47032206547777505,1,CHO-LGA,0,1,0,0,0,0,1,0,0,0,1,0
3,3,656,7,3499,656,10397,ATL,14027,PBI,-17.0,110,99.0,79.0,1,545,2019,7,6,5,9,11,GA,FL,2.1440377343780463,-0.3018240950226244,0,ATL-PBI,0,0,1,0,0,0,1,0,0,0,1,0
3,3,1430,7,1136,1430,14869,SLC,14679,SAN,-9.0,110,105.0,89.0,1,626,2019,8,18,6,22,23,UT,CA,2.1440377343780463,-0.3018240950226244,0,SLC-SAN,0,0,1,0,0,1,0,0,0,1,0,0
10,10,1514,23,3084,1514,10693,BNA,12892,LAX,-19.0,275,255.0,232.0,1,1797,2019,5,13,0,6,8,TN,CA,2.438349885408711,2.438349885408711,0,BNA-LAX,0,1,0,0,0,0,1,0,0,0,1,0
10,10,1622,23,1211,1622,11618,EWR,10693,BNA,-21.0,145,130.0,109.0,1,748,2019,8,28,2,12,14,NJ,TN,2.438349885408711,2.438349885408711,0,EWR-BNA,0,0,1,0,1,0,0,0,1,0,0,0
8,8,2801,9,224,2801,12953,LGA,11042,CLE,38.0,113,118.0,76.0,1,419,2019,1,21,0,11,12,NY,OH,10.231880437950128,14.747020376778167,1,LGA-CLE,1,0,0,0,0,0,1,0,1,0,0,0
0,0,352,1,2377,352,15304,TPA,11278,DCA,-16.0,132,119.0,104.0,1,814,2018,9,27,3,8,10,FL,DC,5.328595793064243,5.396409761887101,0,TPA-DCA,0,0,1,0,0,0,1,0,0,0,1,0
10,10,143,23,2303,143,15016,STL,12953,LGA,-6.0,140,136.0,108.0,1,888,2018,5,4,4,19,23,MO,NY,2.438349885408711,2.438349885408711,0,STL-LGA,0,1,0,0,0,1,0,0,0,1,0,0
3,3,3460,0,3348,3460,12945,LEX,10397,ATL,5.0,94,101.0,63.0,1,304,2019,11,12,1,10,11,KY,GA,2.1440377343780463,-0.47032206547777505,1,LEX-ATL,0,0,0,1,0,0,1,0,0,0,1,0
1,1,2042,20,1950,2042,13487,MSP,14679,SAN,11.0,275,287.0,231.0,1,1532,2018,10,14,6,12,14,MN,CA,1.3057672946929382,5.02479815455594,1,MSP-SAN,0,0,0,1,1,0,0,0,1,0,0,0
0,0,531,1,473,531,11278,DCA,14107,PHX,-14.0,299,275.0,257.0,1,1979,2019,8,4,6,17,19,DC,AZ,5.328595793064243,5.396409761887101,0,DCA-PHX,0,0,1,0,0,1,0,0,0,1,0,0
4,4,1778,10,911,1778,13495,MSY,14100,PHL,45.0,157,164.0,122.0,1,1089,2019,12,15,6,20,0,LA,PA,5.444444444444445,5.444444444444445,1,MSY-PHL,0,0,0,1,0,1,0,0,0,0,0,1
2,2,486,4,3901,486,10721,BOS,14771,SFO,-6.0,423,383.0,342.0,1,2704,2019,12,31,1,16,20,MA,CA,6.360829389226956,6.360829389226956,0,BOS-SFO,0,0,0,1,1,0,0,0,0,1,0,0
3,3,819,7,962,819,13487,MSP,10423,AUS,33.0,165,156.0,135.0,1,1042,2019,11,3,6,9,12,MN,TX,2.1440377343780463,-0.3018240950226244,1,MSP-AUS,0,0,0,1,0,0,1,0,1,0,0,0
0,0,1959,1,2691,1959,15304,TPA,13303,MIA,-1.0,70,75.0,47.0,1,204,2018,8,3,4,19,20,FL,FL,5.328595793064243,5.396409761887101,0,TPA-MIA,0,0,1,0,0,1,0,0,0,1,0,0
0,0,2155,18,2405,2155,14107,PHX,11695,FLG,-16.0,61,53.0,24.0,1,119,2019,1,31,3,9,10,AZ,AZ,5.328595793064243,7.3318759936407,0,PHX-FLG,1,0,0,0,0,0,1,0,0,0,1,0
10,10,982,23,1718,982,11618,EWR,13232,MDW,13.0,145,133.0,112.0,1,711,2019,3,29,4,15,16,NJ,IL,2.438349885408711,2.438349885408711,1,EWR-MDW,1,0,0,0,1,0,0,0,1,0,0,0
8,8,2872,9,177,2872,12951,LFT,12266,IAH,-7.0,70,66.0,47.0,1,201,2018,8,31,4,17,19,LA,TX,10.231880437950128,14.747020376778167,0,LFT-IAH,0,0,1,0,0,1,0,0,0,1,0,0
3,3,1295,7,947,1295,13198,MCI,12892,LAX,-14.0,211,200.0,179.0,1,1363,2019,10,24,3,7,8,MO,CA,2.1440377343780463,-0.3018240950226244,0,MCI-LAX,0,0,0,1,0,0,1,0,0,0,1,0
10,10,2021,23,3009,2021,12892,LAX,10821,BWI,6.0,300,276.0,260.0,1,2329,2019,3,9,5,12,20,CA,MD,2.438349885408711,2.438349885408711,1,LAX-BWI,1,0,0,0,1,0,0,0,0,1,0,0
4,4,121,10,895,121,14100,PHL,11292,DEN,-4.0,244,242.0,203.0,1,1558,2018,7,31,1,22,0,PA,CO,5.444444444444445,5.444444444444445,0,PHL-DEN,0,0,1,0,0,1,0,0,0,0,0,1
10,10,1089,23,3102,1089,12889,LAS,14771,SFO,-3.0,95,85.0,66.0,1,414,2018,6,25,0,20,22,NV,CA,2.438349885408711,2.438349885408711,0,LAS-SFO,0,1,0,0,0,1,0,0,0,1,0,0
3,3,2380,0,963,2380,13184,MBS,11433,DTW,-34.0,70,44.0,22.0,1,98,2018,12,11,1,5,6,MI,MI,2.1440377343780463,-0.47032206547777505,0,MBS-DTW,0,0,0,1,0,0,0,1,0,0,1,0
0,0,1667,1,3431,1667,13303,MIA,11057,CLT,-20.0,134,116.0,92.0,1,650,2019,7,4,3,8,10,FL,NC,5.328595793064243,5.396409761887101,0,MIA-CLT,0,0,1,0,0,0,1,0,0,0,1,0
10,10,1082,23,1288,1082,12889,LAS,13796,OAK,-19.0,95,77.0,63.0,1,407,2019,11,14,3,10,11,NV,CA,2.438349885408711,2.438349885408711,0,LAS-OAK,0,0,0,1,0,0,1,0,0,0,1,0
8,8,224,21,1058,224,14771,SFO,14570,RNO,16.0,65,50.0,32.0,1,192,2018,1,9,1,22,23,CA,NV,10.231880437950128,5.682458929517753,1,SFO-RNO,1,0,0,0,0,1,0,0,0,1,0,0
0,0,3641,17,1588,3641,14100,PHL,13931,ORF,128.0,81,59.0,43.0,1,212,2018,5,19,5,18,19,PA,VA,5.328595793064243,6.229542483660131,1,PHL-ORF,0,1,0,0,0,1,0,0,0,1,0,0
3,3,1996,7,2322,1996,14747,SEA,11292,DEN,-9.0,170,157.0,131.0,1,1024,2019,7,21,6,11,15,WA,CO,2.1440377343780463,-0.3018240950226244,0,SEA-DEN,0,0,1,0,0,0,1,0,1,0,0,0
8,8,3606,18,2626,3606,11109,COS,12266,IAH,-8.0,150,148.0,121.0,1,809,2018,6,6,2,5,9,CO,TX,10.231880437950128,7.3318759936407,0,COS-IAH,0,1,0,0,0,0,0,1,0,0,1,0
8,8,3140,26,1421,3140,13930,ORD,13029,LNK,-14.0,113,106.0,75.0,1,466,2019,2,27,2,15,17,IL,NE,10.231880437950128,6.787037037037037,0,ORD-LNK,1,0,0,0,1,0,0,0,0,1,0,0
0,0,2940,25,1215,2940,13303,MIA,12339,IND,-8.0,175,172.0,150.0,1,1020,2019,2,3,6,19,22,FL,IN,5.328595793064243,2.0115089514066495,0,MIA-IND,1,0,0,0,0,1,0,0,0,1,0,0
0,0,1567,1,2476,1567,12451,JAX,11057,CLT,-6.0,92,93.0,52.0,1,328,2018,9,24,0,8,10,FL,NC,5.328595793064243,5.396409761887101,0,JAX-CLT,0,0,1,0,0,0,1,0,0,0,1,0
10,10,1567,23,3617,1567,10397,ATL,13232,MDW,-5.0,115,110.0,86.0,1,591,2018,5,2,2,20,21,GA,IL,2.438349885408711,2.438349885408711,0,ATL-MDW,0,1,0,0,0,1,0,0,0,1,0,0
10,10,1043,23,1339,1043,12953,LGA,15304,TPA,-9.0,180,172.0,135.0,1,1010,2019,9,13,4,12,15,NY,FL,2.438349885408711,2.438349885408711,0,LGA-TPA,0,0,1,0,1,0,0,0,1,0,0,0
0,0,3598,17,1686,3598,11641,FAY,11057,CLT,-1.0,74,68.0,34.0,1,118,2018,10,23,1,7,8,NC,NC,5.328595793064243,6.229542483660131,0,FAY-CLT,0,0,0,1,0,0,1,0,0,0,1,0
10,10,562,23,2577,562,14683,SAT,11259,DAL,4.882352941176471,70,134.50487698354928,109.21307893970288,1,247,2019,9,20,4,13,14,TX,TX,2.438349885408711,2.438349885408711,1,SAT-DAL,0,0,1,0,1,0,0,0,1,0,0,0
8,8,2650,26,1452,2650,13930,ORD,13485,MSN,-19.0,67,59.0,32.0,1,109,2019,10,14,0,14,15,IL,WI,10.231880437950128,6.787037037037037,0,ORD-MSN,0,0,0,1,1,0,0,0,1,0,0,0
10,10,710,23,3646,710,10821,BWI,10397,ATL,-2.0,110,108.0,93.0,1,577,2018,10,17,2,15,17,MD,GA,2.438349885408711,2.438349885408711,0,BWI-ATL,0,0,0,1,1,0,0,0,0,1,0,0
8,8,2490,25,2388,2490,11618,EWR,11057,CLT,143.0,117,139.0,79.0,1,529,2019,6,29,5,11,12,NJ,NC,10.231880437950128,2.0115089514066495,1,EWR-CLT,0,1,0,0,0,0,1,0,1,0,0,0
0,0,779,1,3899,779,12892,LAX,13303,MIA,5.0,291,298.0,270.0,1,2342,2018,12,30,6,7,15,CA,FL,5.328595793064243,5.396409761887101,1,LAX-MIA,0,0,0,1,0,0,1,0,1,0,0,0
0,0,378,1,2735,378,10821,BWI,14107,PHX,-4.0,311,308.0,293.0,1,1999,2019,10,12,5,6,8,MD,AZ,5.328595793064243,5.396409761887101,0,BWI-PHX,0,0,0,1,0,0,1,0,0,0,1,0
10,10,3226,23,2939,3226,12892,LAX,12191,HOU,-29.0,210,184.0,172.0,1,1390,2018,9,17,0,13,18,CA,TX,2.438349885408711,2.438349885408711,0,LAX-HOU,0,0,1,0,1,0,0,0,0,1,0,0
0,0,2341,15,1657,2341,11977,GRB,13930,ORD,69.0,70,70.0,40.0,1,174,2019,8,22,3,18,19,WI,IL,5.328595793064243,5.849722530521643,1,GRB-ORD,0,0,1,0,0,1,0,0,0,1,0,0
3,3,3852,25,518,3852,10721,BOS,12953,LGA,-11.0,87,70.0,50.0,1,184,2018,1,29,0,6,7,MA,NY,2.1440377343780463,2.0115089514066495,0,BOS-LGA,1,0,0,0,0,0,1,0,0,0,1,0
10,10,310,23,544,310,12889,LAS,14831,SJC,-4.0,85,86.0,71.0,1,386,2019,12,18,2,7,8,NV,CA,2.438349885408711,2.438349885408711,0,LAS-SJC,0,0,0,1,0,0,1,0,0,0,1,0
0,0,3499,17,1821,3499,14100,PHL,14685,SAV,60.0,131,115.0,89.0,1,629,2019,8,1,3,8,10,PA,GA,5.328595793064243,6.229542483660131,1,PHL-SAV,0,0,1,0,0,0,1,0,0,0,1,0
3,3,3806,25,461,3806,10721,BOS,12953,LGA,2.0,85,91.0,47.0,1,184,2019,3,29,4,14,15,MA,NY,2.1440377343780463,2.0115089514066495,1,BOS-LGA,1,0,0,0,1,0,0,0,1,0,0,0
4,4,603,10,2302,603,12889,LAS,11292,DEN,24.0,117,106.0,84.0,1,628,2018,10,28,6,19,22,NV,CO,5.444444444444445,5.444444444444445,1,LAS-DEN,0,0,0,1,0,1,0,0,0,1,0,0
10,10,321,23,2934,321,13198,MCI,10821,BWI,-21.0,145,127.0,113.0,1,967,2019,12,12,3,6,9,MO,MD,2.438349885408711,2.438349885408711,0,MCI-BWI,0,0,0,1,0,0,1,0,0,0,1,0
8,8,3873,24,3151,3873,12266,IAH,11057,CLT,-9.0,155,146.0,116.0,1,912,2019,10,10,3,18,22,TX,NC,10.231880437950128,11.298761609907121,0,IAH-CLT,0,0,0,1,0,1,0,0,0,1,0,0
2,2,307,4,1016,307,10721,BOS,12478,JFK,-18.0,87,65.0,41.0,1,187,2018,3,5,0,15,16,MA,NY,6.360829389226956,6.360829389226956,0,BOS-JFK,1,0,0,0,1,0,0,0,1,0,0,0
0,0,159,1,3354,159,12953,LGA,13930,ORD,17.0,142,133.0,109.0,1,733,2019,6,6,3,22,23,NY,IL,5.328595793064243,5.396409761887101,1,LGA-ORD,0,1,0,0,0,1,0,0,0,1,0,0
0,0,685,1,2456,685,11298,DFW,13485,MSN,-18.0,131,117.0,97.0,1,821,2019,11,28,3,10,12,TX,WI,5.328595793064243,5.396409761887101,0,DFW-MSN,0,0,0,1,0,0,1,0,1,0,0,0
8,8,1761,21,344,1761,14771,SFO,11618,EWR,18.0,326,353.0,292.0,1,2565,2019,12,31,1,12,20,CA,NJ,10.231880437950128,5.682458929517753,1,SFO-EWR,0,0,0,1,1,0,0,0,0,1,0,0
0,0,3227,19,918,3227,12124,HHH,11057,CLT,4.882352941176471,88,134.50487698354928,109.21307893970288,1,207,2018,3,3,5,17,19,SC,NC,5.328595793064243,5.953181272509004,1,HHH-CLT,1,0,0,0,0,1,0,0,0,1,0,0
1,1,599,2,724,599,14747,SEA,15304,TPA,-36.0,335,303.0,276.0,1,2520,2019,4,27,5,21,6,WA,FL,1.3057672946929382,1.3225882352941176,0,SEA-TPA,0,1,0,0,0,1,0,0,0,0,1,0
10,10,4004,23,1372,4004,10140,ABQ,11292,DEN,32.0,75,69.0,52.0,1,349,2018,12,28,4,18,20,NM,CO,2.438349885408711,2.438349885408711,1,ABQ-DEN,0,0,0,1,0,1,0,0,0,1,0,0
0,0,177,1,852,177,11298,DFW,11697,FLL,-9.0,175,170.0,155.0,1,1119,2018,7,18,2,12,16,TX,FL,5.328595793064243,5.396409761887101,0,DFW-FLL,0,0,1,0,1,0,0,0,1,0,0,0
3,3,1963,7,3892,1963,11433,DTW,13495,MSY,-16.0,157,147.0,126.0,1,926,2018,4,26,3,15,17,MI,LA,2.1440377343780463,-0.3018240950226244,0,DTW-MSY,0,1,0,0,1,0,0,0,0,1,0,0
8,8,1628,21,2907,1628,11697,FLL,12266,IAH,-6.0,175,177.0,152.0,1,966,2019,12,21,5,6,8,FL,TX,10.231880437950128,5.682458929517753,0,FLL-IAH,0,0,0,1,0,0,1,0,0,0,1,0
3,3,1794,7,1101,1794,14771,SFO,12892,LAX,-6.0,91,85.0,57.0,1,337,2018,4,10,1,7,9,CA,CA,2.1440377343780463,-0.3018240950226244,0,SFO-LAX,0,1,0,0,0,0,1,0,0,0,1,0
3,3,2972,18,1898,2972,15376,TUS,14869,SLC,-5.0,117,113.0,93.0,1,601,2018,7,20,4,7,10,AZ,UT,2.1440377343780463,7.3318759936407,0,TUS-SLC,0,0,1,0,0,0,1,0,0,0,1,0
10,10,2891,23,3298,2891,13204,MCO,11278,DCA,-23.0,135,118.0,103.0,1,759,2019,1,18,4,12,14,FL,DC,2.438349885408711,2.438349885408711,0,MCO-DCA,1,0,0,0,1,0,0,0,1,0,0,0
0,0,3788,24,3664,3788,11140,CRP,11298,DFW,-17.0,85,78.0,61.0,1,354,2018,7,27,4,12,13,TX,TX,5.328595793064243,11.298761609907121,0,CRP-DFW,0,0,1,0,1,0,0,0,1,0,0,0
0,0,3295,17,1546,3295,12197,HPN,11057,CLT,-26.0,124,100.0,87.0,1,564,2018,11,23,4,6,8,NY,NC,5.328595793064243,6.229542483660131,0,HPN-CLT,0,0,0,1,0,0,1,0,0,0,1,0
8,8,3835,24,1595,3835,14685,SAV,12264,IAD,-17.0,100,86.0,74.0,1,515,2018,2,18,6,19,21,GA,DC,10.231880437950128,11.298761609907121,0,SAV-IAD,1,0,0,0,0,1,0,0,0,1,0,0
3,3,2547,0,2853,2547,13487,MSP,10408,ATW,101.0,81,70.0,45.0,1,236,2018,1,11,3,15,16,MN,WI,2.1440377343780463,-0.47032206547777505,1,MSP-ATW,1,0,0,0,1,0,0,0,1,0,0,0
8,8,3799,18,284,3799,15041,SUN,14771,SFO,-20.0,138,124.0,88.0,1,587,2019,2,21,3,12,13,ID,CA,10.231880437950128,7.3318759936407,0,SUN-SFO,1,0,0,0,1,0,0,0,1,0,0,0
3,3,1883,7,3464,1883,10397,ATL,14730,SDF,1.0,80,83.0,51.0,1,321,2018,10,15,0,17,19,GA,KY,2.1440377343780463,-0.3018240950226244,1,ATL-SDF,0,0,0,1,0,1,0,0,0,1,0,0
1,1,811,2,2908,811,14747,SEA,12892,LAX,2.0,160,168.0,148.0,1,954,2019,1,11,4,16,19,WA,CA,1.3057672946929382,1.3225882352941176,1,SEA-LAX,1,0,0,0,1,0,0,0,0,1,0,0
10,10,1614,23,1473,1614,12889,LAS,11884,GEG,9.0,140,140.0,114.0,1,806,2018,8,10,4,15,17,NV,WA,2.438349885408711,2.438349885408711,1,LAS-GEG,0,0,1,0,1,0,0,0,0,1,0,0
0,0,3621,17,1619,3621,12217,HSV,11057,CLT,-19.0,98,93.0,56.0,1,333,2019,11,1,4,19,21,AL,NC,5.328595793064243,6.229542483660131,0,HSV-CLT,0,0,0,1,0,1,0,0,0,1,0,0
10,10,353,23,2603,353,10821,BWI,13296,MHT,-11.0,85,77.0,57.0,1,377,2019,9,9,0,8,10,MD,NH,2.438349885408711,2.438349885408711,0,BWI-MHT,0,0,1,0,0,0,1,0,0,0,1,0
10,10,924,23,2930,924,11292,DEN,14893,SMF,9.0,150,158.0,141.0,1,909,2019,4,8,0,19,21,CO,CA,2.438349885408711,2.438349885408711,1,DEN-SMF,0,1,0,0,0,1,0,0,0,1,0,0
0,0,3377,17,1765,3377,11193,CVG,11057,CLT,-23.0,99,85.0,57.0,1,335,2018,4,18,2,8,10,OH,NC,5.328595793064243,6.229542483660131,0,CVG-CLT,0,1,0,0,0,0,1,0,0,0,1,0
1,1,1013,2,3493,1013,11697,FLL,12892,LAX,2.0,360,365.0,322.0,1,2343,2019,2,8,4,8,11,FL,CA,1.3057672946929382,1.3225882352941176,1,FLL-LAX,1,0,0,0,0,0,1,0,0,0,1,0
0,0,3655,17,1680,3655,12264,IAD,11057,CLT,-10.0,79,76.0,54.0,1,322,2018,7,11,2,5,6,DC,NC,5.328595793064243,6.229542483660131,0,IAD-CLT,0,0,1,0,0,0,0,1,0,0,1,0
0,0,3299,17,1792,3299,11057,CLT,14193,PNS,-18.0,107,91.0,73.0,1,488,2019,1,21,0,19,20,NC,FL,5.328595793064243,6.229542483660131,0,CLT-PNS,1,0,0,0,0,1,0,0,0,1,0,0
3,3,1351,7,2565,1351,11193,CVG,10397,ATL,-14.0,99,84.0,63.0,1,373,2018,8,31,4,18,20,OH,GA,2.1440377343780463,-0.3018240950226244,0,CVG-ATL,0,0,1,0,0,1,0,0,0,1,0,0
8,8,2957,12,365,2957,13244,MEM,11292,DEN,-28.0,165,147.0,134.0,1,872,2019,2,9,5,15,17,TN,CO,10.231880437950128,13.775,0,MEM-DEN,1,0,0,0,1,0,0,0,0,1,0,0
3,3,928,7,2909,928,11433,DTW,15304,TPA,-1.0,169,140.0,124.0,1,983,2018,2,14,2,17,20,MI,FL,2.1440377343780463,-0.3018240950226244,0,DTW-TPA,1,0,0,0,0,1,0,0,0,1,0,0
3,3,2984,18,311,2984,11986,GRR,13487,MSP,96.0,114,95.0,63.0,1,408,2018,1,23,1,18,19,MI,MN,2.1440377343780463,7.3318759936407,1,GRR-MSP,1,0,0,0,0,1,0,0,0,1,0,0
0,0,2417,15,3349,2417,13930,ORD,13485,MSN,-6.0,50,48.0,27.0,1,109,2019,9,11,2,16,17,IL,WI,5.328595793064243,5.849722530521643,0,ORD-MSN,0,0,1,0,1,0,0,0,0,1,0,0
3,3,1833,7,2154,1833,12451,JAX,10397,ATL,63.0,71,69.0,48.0,1,270,2019,7,26,4,10,11,FL,GA,2.1440377343780463,-0.3018240950226244,1,JAX-ATL,0,0,1,0,0,0,1,0,0,0,1,0
2,2,1126,4,3726,1126,11697,FLL,12478,JFK,-19.0,178,167.0,143.0,1,1069,2019,9,11,2,6,8,FL,NY,6.360829389226956,6.360829389226956,0,FLL-JFK,0,0,1,0,0,0,1,0,0,0,1,0
8,8,3369,18,3889,3369,14771,SFO,10800,BUR,-13.0,79,75.0,50.0,1,326,2019,4,7,6,18,19,CA,CA,10.231880437950128,7.3318759936407,0,SFO-BUR,0,1,0,0,0,1,0,0,0,1,0,0
8,8,3868,24,3150,3868,12266,IAH,11433,DTW,-11.0,175,169.0,150.0,1,1075,2018,4,16,0,10,14,TX,MI,10.231880437950128,11.298761609907121,0,IAH-DTW,0,1,0,0,0,0,1,0,1,0,0,0
0,0,3537,17,1832,3537,11057,CLT,10994,CHS,-13.0,60,47.0,33.0,1,168,2018,1,28,6,20,21,NC,SC,5.328595793064243,6.229542483660131,0,CLT-CHS,1,0,0,0,0,1,0,0,0,1,0,0
10,10,337,23,2627,337,10693,BNA,13232,MDW,-8.0,90,86.0,72.0,1,395,2018,1,18,3,18,20,TN,IL,2.438349885408711,2.438349885408711,0,BNA-MDW,1,0,0,0,0,1,0,0,0,1,0,0
3,3,705,7,2876,705,10397,ATL,13495,MSY,-14.0,95,83.0,63.0,1,425,2019,9,24,1,17,18,GA,LA,2.1440377343780463,-0.3018240950226244,0,ATL-MSY,0,0,1,0,0,1,0,0,0,1,0,0
